SENTENCE,DATE,EXERCISE,CLASS SEAT,PROTAGONIST IS OBJECT,PROTAGONIST IS AGENT,TYPE,PREVIOUS ACTION,DEPENDENCY 1,DEPENDENCY 2,DEPENDENCY 3
"Siempre era entretenido y hoy me había propuesto hablar con él al final de la lección, cuando todos se hubieran marchado.",25/5/18,1-1,1,FALSE,TRUE,Plot Action,,"Siempre tenía cosas que contar, nuevas y fascinantes, nunca repetidas y de lo más variado: podía pasar tranquilamente de literatura actual a ideas extremadamente locas como viajar a la Luna.","“No se puede poner fin a las cosas que no tienen principio.”- dijo el Gran Maestro a todos los que querían escucharle como cada mañana en el parque frente al edificio principal.- “Pero tampoco tiene final aquello que dejamos a medias, ya que otro recogerá el relevo, antes o después, lo sepamos o no.”",
Llegó el momento y dijo que debía marcharse.,25/5/18,1-1,1,TRUE,FALSE,Plot Action,,"Siempre era entretenido y hoy me había propuesto hablar con él al final de la lección, cuando todos se hubieran marchado.",,
Así que lo seguí.,25/5/18,1-1,1,FALSE,TRUE,Plot Action,,Llegó el momento y dijo que debía marcharse.,"Siempre era entretenido y hoy me había propuesto hablar con él al final de la lección, cuando todos se hubieran marchado.",
"Necesitaba preguntar muchas cosas, de dónde sacaba sus sueños de paseos submarinos, aves de vivos colores y aparatos extravagantes que parecían sacados de cuentos.",25/5/18,1-1,1,FALSE,TRUE,Plot Description,,"Siempre era entretenido y hoy me había propuesto hablar con él al final de la lección, cuando todos se hubieran marchado.",,
Le seguí hasta una casa en las afueras en la que entró con tranquilidad.,25/5/18,1-1,1,FALSE,TRUE,Plot Action,Así que lo seguí.,Así que lo seguí.,,
Dudé en abrir la puerta pero sonó una voz del interior antes de que pudiera llamar si quiera.,25/5/18,1-1,1,FALSE,TRUE,Plot Action,,Le seguí hasta una casa en las afueras en la que entró con tranquilidad.,,
"“Pasa, pasa. te llevo viendo todos estos años al final del todo. Sé queien eres, pasa, eres bienvenido.”-",25/5/18,1-1,1,TRUE,FALSE,Plot Action,,Dudé en abrir la puerta pero sonó una voz del interior antes de que pudiera llamar si quiera.,,
Entré con cautela y lo primero que vi fueron los diseños de los objetos de los que nos hablaba.,25/5/18,1-1,1,FALSE,TRUE,Plot Action,,"“Pasa, pasa. te llevo viendo todos estos años al final del todo. Sé queien eres, pasa, eres bienvenido.”-",,
"No en dibujos, no.",25/5/18,1-1,1,FALSE,FALSE,Plot Description,Entré con cautela y lo primero que vi fueron los diseños de los objetos de los que nos hablaba.,Entré con cautela y lo primero que vi fueron los diseños de los objetos de los que nos hablaba.,,
"Estaban ahí, colgados algunos trajes de materiales extraños que eran suaves al tacto con botellas junto a ellos que ponía “O2”, maquinas que parecían pájaros de metal y un millón de cosas que nos había contado.",25/5/18,1-1,1,FALSE,FALSE,Plot Description,,Entré con cautela y lo primero que vi fueron los diseños de los objetos de los que nos hablaba.,,
-”¿Reconocces todo lo que ves?”- me preguntó misteriosamente.,25/5/18,1-1,1,TRUE,FALSE,Plot Action,,"Estaban ahí, colgados algunos trajes de materiales extraños que eran suaves al tacto con botellas junto a ellos que ponía “O2”, maquinas que parecían pájaros de metal y un millón de cosas que nos había contado.",,
"-Sí, todo.",25/5/18,1-1,1,FALSE,TRUE,Plot Action,,-”¿Reconocces todo lo que ves?”- me preguntó misteriosamente.,,
-”¿Y qué tienes que decir?”,25/5/18,1-1,1,TRUE,FALSE,Plot Action,,"-Sí, todo.",,
-No eres de nuestro mundo.,25/5/18,1-1,1,FALSE,TRUE,Plot Action,,-”¿Y qué tienes que decir?”,,
-Lo soy. Pero del mundo dentro de mil años. Y buscaba gente como tú para llevar el conocimiento a cuando sea necesario.,25/5/18,1-1,1,TRUE,FALSE,Plot Action,,-No eres de nuestro mundo.,,
-¿No debería ser a donde sea necesario?,25/5/18,1-1,1,FALSE,TRUE,Plot Action,,-Lo soy. Pero del mundo dentro de mil años. Y buscaba gente como tú para llevar el conocimiento a cuando sea necesario.,,
-No.,25/5/18,1-1,1,TRUE,FALSE,Plot Action,,-¿No debería ser a donde sea necesario?,,
"En lo alto de la montaña más alta de la región de Althoran, vivía un dragon temido por los aldeanos ya que llegados el verano, salia de su cueva para quemar la nieve que yacia en las montañas de la región.",25/5/18,1-1,2,FALSE,FALSE,Plot Description,,,,
Para despúes quemar pastor y culvitos.,25/5/18,1-1,2,FALSE,FALSE,Plot Description,,"En lo alto de la montaña más alta de la región de Althoran, vivía un dragon temido por los aldeanos ya que llegados el verano, salia de su cueva para quemar la nieve que yacia en las montañas de la región.",,
"Los aldeanos desesperados todos los inviernos contraban hombres valientes y fuertes para acabar con el temible dragón, ya que pensaban que en el invierno este dormía, aun asi nunca los volvieron a ver.",25/5/18,1-1,2,FALSE,FALSE,Plot Description,,Para despúes quemar pastor y culvitos.,"En lo alto de la montaña más alta de la región de Althoran, vivía un dragon temido por los aldeanos ya que llegados el verano, salia de su cueva para quemar la nieve que yacia en las montañas de la región.",
"Pero este año era diferente, ya que lo hicieron en verano.",25/5/18,1-1,2,FALSE,FALSE,Plot Description,,"Los aldeanos desesperados todos los inviernos contraban hombres valientes y fuertes para acabar con el temible dragón, ya que pensaban que en el invierno este dormía, aun asi nunca los volvieron a ver.",,
"El hombre se llama Althork, era hijo de el gran heroe que conquistó la región y de ahi el nombre de esta, Althoran ,ya que murio heroicamente en la última batalla.",25/5/18,1-1,2,TRUE,FALSE,Plot Description,,,,
Su hijo que pese al desacuerdo de su madre se presentó para esta hazaña.,25/5/18,1-1,2,FALSE,TRUE,Plot Description,,"El hombre se llama Althork, era hijo de el gran heroe que conquistó la región y de ahi el nombre de esta, Althoran ,ya que murio heroicamente en la última batalla.",,
"Tenía que encontrar y matar la dragon antes de que terminase de quemar toda la nieve o si no el pueblo sufriria la hambruna que acabaria con ellos, ya que era el ultimo verano que podrían aguantar.",25/5/18,1-1,2,FALSE,TRUE,Plot Description,,"Pero este año era diferente, ya que lo hicieron en verano.",Para despúes quemar pastor y culvitos.,
Nuestro heroe era amado por mucho pero también odia por otros ya que no era igual que su padre y eso lo martirizaba día tras noche.,25/5/18,1-1,2,TRUE,FALSE,Plot Description,,,,
"Althork limpio su espada llamada Riknek, cogio su escudo , arco , flechas y viveres y partió hacia esa tierra.",25/5/18,1-1,2,FALSE,TRUE,Plot Action,,,,
Una vez llego a la cueva espero para ver salir al monstruo y asi con el factor sorpresa matarlo.,25/5/18,1-1,2,FALSE,TRUE,Plot Action,,"Tenía que encontrar y matar la dragon antes de que terminase de quemar toda la nieve o si no el pueblo sufriria la hambruna que acabaria con ellos, ya que era el ultimo verano que podrían aguantar.",,
Era enorme y hermosa como si de los mismos dioses se tratase aun asi el azufre que salia de su boca podia exterminar y hacer desmallar a cualquier ser vivo.,25/5/18,1-1,2,FALSE,FALSE,Plot Description,,Una vez llego a la cueva espero para ver salir al monstruo y asi con el factor sorpresa matarlo.,,
La lucha empezó y poco a poco nuestro valiente heroe consigio alcanzar al corazon de la bestia.,25/5/18,1-1,2,FALSE,TRUE,Plot Action,,Era enorme y hermosa como si de los mismos dioses se tratase aun asi el azufre que salia de su boca podia exterminar y hacer desmallar a cualquier ser vivo.,,
Se sintio feliz y al regresar vio como algo pasaba.,25/5/18,1-1,2,FALSE,TRUE,Plot Action,,La lucha empezó y poco a poco nuestro valiente heroe consigio alcanzar al corazon de la bestia.,,
"Era la tierra, se habia vuelto putrefacta y habia matado a todo el mundo.",25/5/18,1-1,2,FALSE,FALSE,Plot Description,Se sintio feliz y al regresar vio como algo pasaba.,,,
Al reflexionar vio que el dragon al quemar la tierra les estaba ayudando y quemaba las montañas que suministabran agua ya que los rios estaban secos.,25/5/18,1-1,2,FALSE,TRUE,Plot Action,,"Era la tierra, se habia vuelto putrefacta y habia matado a todo el mundo.",La lucha empezó y poco a poco nuestro valiente heroe consigio alcanzar al corazon de la bestia.,
Comprendio que no todo es lo que parece.,25/5/18,1-1,2,FALSE,TRUE,Plot Action,,Al reflexionar vio que el dragon al quemar la tierra les estaba ayudando y quemaba las montañas que suministabran agua ya que los rios estaban secos.,,
"Después de varias horas caminando en oscuridad, los ojos habían comenzado a acostumbrarse a la falta de luz.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,,,
"Al principio no podía distinguir unas formas de otras, un ser humano de una roca, pero poco a poco había empezado a vislumbrar pequeños atisbos de luz, o quizá solo era su imaginación, que trataba de ayudarle a comprender el lugar en el que estaba.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Después de varias horas caminando en oscuridad, los ojos habían comenzado a acostumbrarse a la falta de luz.",,
"Había gritado al despertarse, había caminado en todas las direcciones posibles, pero todo era inútil.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Al principio no podía distinguir unas formas de otras, un ser humano de una roca, pero poco a poco había empezado a vislumbrar pequeños atisbos de luz, o quizá solo era su imaginación, que trataba de ayudarle a comprender el lugar en el que estaba.",,
"Estaba solo y no había manera de escapar de aquel lugar… o eso parecía, al menos.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Al principio no podía distinguir unas formas de otras, un ser humano de una roca, pero poco a poco había empezado a vislumbrar pequeños atisbos de luz, o quizá solo era su imaginación, que trataba de ayudarle a comprender el lugar en el que estaba.",,
No planeaba rendirse aún.,25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Estaba solo y no había manera de escapar de aquel lugar… o eso parecía, al menos.","Después de varias horas caminando en oscuridad, los ojos habían comenzado a acostumbrarse a la falta de luz.",
"No sentía hambre, ni sed, ni necesidad de descansar, así que nada le impedía continuar el camino, por muy incierto que fuera.",25/5/18,1-1,3,TRUE,TRUE,Plot Description,,No planeaba rendirse aún.,,
"Lo único que sentía era la angustia, que trataba de abrirse paso en un ambiente tan sorprendentemente calmado que le ponía los pelos de punta.",25/5/18,1-1,3,TRUE,TRUE,Plot Description,,"No sentía hambre, ni sed, ni necesidad de descansar, así que nada le impedía continuar el camino, por muy incierto que fuera.","Estaba solo y no había manera de escapar de aquel lugar… o eso parecía, al menos.",
"Era una sensación extraña para él, que le encogía las tripas, que le impedía formar un plan coherente y solo le empujaba a caminar para salir de aquel lugar solitario.",25/5/18,1-1,3,TRUE,TRUE,Plot Description,,"Lo único que sentía era la angustia, que trataba de abrirse paso en un ambiente tan sorprendentemente calmado que le ponía los pelos de punta.",,
Le pareció ver movimiento.,25/5/18,1-1,3,FALSE,TRUE,Plot Action,,,,
¿No estaba solo?,25/5/18,1-1,3,TRUE,FALSE,Plot Description,,"Estaba solo y no había manera de escapar de aquel lugar… o eso parecía, al menos.",,
"Hasta el momento, lo único que había visto eran piedras abandonadas junto a plantas muertas.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Lo único que sentía era la angustia, que trataba de abrirse paso en un ambiente tan sorprendentemente calmado que le ponía los pelos de punta.",,
"Los árboles, casi secos, apenas movían sus ramas - incluso el viento se había olvidado de aquel lugar.",25/5/18,1-1,3,FALSE,FALSE,Plot Description,,"Hasta el momento, lo único que había visto eran piedras abandonadas junto a plantas muertas.",,
Se lanzó tras el movimiento como un cazador sigue a su presa.,25/5/18,1-1,3,FALSE,TRUE,Plot Action,,Le pareció ver movimiento.,,
"Incluso la angustia desapareció, el movimiento era esperanza.",25/5/18,1-1,3,TRUE,FALSE,Plot Description,,Se lanzó tras el movimiento como un cazador sigue a su presa.,"Lo único que sentía era la angustia, que trataba de abrirse paso en un ambiente tan sorprendentemente calmado que le ponía los pelos de punta.",
"Vida, quizá incluso escapatoria, pero por más que corrió no volvió a ver movimiento.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Incluso la angustia desapareció, el movimiento era esperanza.",Se lanzó tras el movimiento como un cazador sigue a su presa.,
"Frustrado, dio una patada a una piedra.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Vida, quizá incluso escapatoria, pero por más que corrió no volvió a ver movimiento.",,
“¿Ahora sí que te mueves?” Preguntó una voz que salió de su garganta.,25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Incluso la angustia desapareció, el movimiento era esperanza.",,
"Soltó una risotada, pero de repente se cayó.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,“¿Ahora sí que te mueves?” Preguntó una voz que salió de su garganta.,,
"¿Qué estaba haciendo,  hablando con piedras y persiguiendo fugaces destellos?",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,“¿Ahora sí que te mueves?” Preguntó una voz que salió de su garganta.,Se lanzó tras el movimiento como un cazador sigue a su presa.,
¿Se había vuelto verdaderamente loco?,25/5/18,1-1,3,TRUE,TRUE,Plot Description,,"¿Qué estaba haciendo,  hablando con piedras y persiguiendo fugaces destellos?",,
"No le sorprendería mucho que así fuera, pero aquellas preguntas volvían a revivir el sentimiento de angustia en su pecho.",25/5/18,1-1,3,TRUE,TRUE,Plot Description,,¿Se había vuelto verdaderamente loco?,,
"Siguió caminando con la esperanza marchita, pero a medida que pasaba el tiempo volvía a pensar y pensar… había visto a aquella figura, no se lo había imaginado.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,Le pareció ver movimiento.,,
Estaba seguro de ello.,25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Siguió caminando con la esperanza marchita, pero a medida que pasaba el tiempo volvía a pensar y pensar… había visto a aquella figura, no se lo había imaginado.",,
Y eso quería decir que en algún punto de este árido y oscuro desierto había otro ser que tenía vida y tenía la capacidad de desafiar esa extraña llanura.,25/5/18,1-1,3,FALSE,FALSE,Plot Description,,,,
La esperanza volvió al darse cuenta de que tenía un propósito: encontrar a aquella criatura.,25/5/18,1-1,3,TRUE,TRUE,Plot Description,,"Siguió caminando con la esperanza marchita, pero a medida que pasaba el tiempo volvía a pensar y pensar… había visto a aquella figura, no se lo había imaginado.",,
"Ya no caminaba sin rumbo, caminaba  hacia algo.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,La esperanza volvió al darse cuenta de que tenía un propósito: encontrar a aquella criatura.,,
"Hacia lo desconocido, sí, pero algo que existía, junto a él y que le aseguraba que no estaba solo.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Ya no caminaba sin rumbo, caminaba  hacia algo.",,
"Trató de calmarse, pero siguió caminando cada vez más rápido, casi corriendo.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Hacia lo desconocido, sí, pero algo que existía, junto a él y que le aseguraba que no estaba solo.",La esperanza volvió al darse cuenta de que tenía un propósito: encontrar a aquella criatura.,
"Solo preguntas afloraban en su cabeza, a las que no podía encontrar ninguna respuesta.",25/5/18,1-1,3,TRUE,TRUE,Plot Description,,,,
¿Por qué no había amanecido aún?,25/5/18,1-1,3,FALSE,TRUE,Plot Description,"Solo preguntas afloraban en su cabeza, a las que no podía encontrar ninguna respuesta.","Solo preguntas afloraban en su cabeza, a las que no podía encontrar ninguna respuesta.",,
¿Por qué seguía sin sentir cansancio ni hambre?,25/5/18,1-1,3,TRUE,TRUE,Plot Description,¿Por qué no había amanecido aún?,¿Por qué no había amanecido aún?,"Solo preguntas afloraban en su cabeza, a las que no podía encontrar ninguna respuesta.",
"Y sobre todo, la más importante.",25/5/18,1-1,3,FALSE,FALSE,Plot Description,¿Por qué no había amanecido aún?,¿Por qué seguía sin sentir cansancio ni hambre?,"Solo preguntas afloraban en su cabeza, a las que no podía encontrar ninguna respuesta.",
¿Dónde demonios estaba?,25/5/18,1-1,3,TRUE,TRUE,Plot Description,,"Y sobre todo, la más importante.","Solo preguntas afloraban en su cabeza, a las que no podía encontrar ninguna respuesta.",
No había ninguna elección que hacer.,25/5/18,1-1,3,FALSE,TRUE,Plot Description,¿Por qué no había amanecido aún?,¿Dónde demonios estaba?,"Solo preguntas afloraban en su cabeza, a las que no podía encontrar ninguna respuesta.",
"No podía simplemente quedarse quieto, porque eso significaba quedarse atrapado.",25/5/18,1-1,3,TRUE,TRUE,Plot Description,,,,
"Tenía que seguir caminando, tenía que encontrar a aquella criatura.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"No podía simplemente quedarse quieto, porque eso significaba quedarse atrapado.",,
Quizá ese fuera el propósito de aquel lugar.,25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Tenía que seguir caminando, tenía que encontrar a aquella criatura.",,
"Jugar con su esperanza, darle algo que seguir para así arrebatárselo, pero ¿quién controlaba semejante juego cruel?",25/5/18,1-1,3,TRUE,TRUE,Plot Description,,Quizá ese fuera el propósito de aquel lugar.,La esperanza volvió al darse cuenta de que tenía un propósito: encontrar a aquella criatura.,
No.,25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Jugar con su esperanza, darle algo que seguir para así arrebatárselo, pero ¿quién controlaba semejante juego cruel?",,
No podía ser eso.,25/5/18,1-1,3,FALSE,TRUE,Plot Description,No.,"Jugar con su esperanza, darle algo que seguir para así arrebatárselo, pero ¿quién controlaba semejante juego cruel?",,
Tenía que encontrarlo.,25/5/18,1-1,3,FALSE,TRUE,Plot Description,,Le pareció ver movimiento.,,
"Antes de que sus propios demonios le devoraran, se dio cuenta de que finalmente no estaba solo.",25/5/18,1-1,3,TRUE,TRUE,Plot Action,,Le pareció ver movimiento.,,
"Unos ojos, amarillos, le observaban detrás de unas ramas que ocultaban el resto de su cuerpo.",25/5/18,1-1,3,TRUE,TRUE,Plot Action,,"Antes de que sus propios demonios le devoraran, se dio cuenta de que finalmente no estaba solo.",,
Amarillos.,25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Unos ojos, amarillos, le observaban detrás de unas ramas que ocultaban el resto de su cuerpo.",,
"Era el primer color que había podido distinguir desde que había llegado aquí y no eran grisáceos, eran de un color brillante, claro como el día, en el lugar de las tinieblas.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,Amarillos.,,
"Sin pensarlo, se lanzó hacia los ojos y la criatura huyó de nuevo, rápida y ágil.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Unos ojos, amarillos, le observaban detrás de unas ramas que ocultaban el resto de su cuerpo.","Tenía que seguir caminando, tenía que encontrar a aquella criatura.",
"Negra, cuernos, pelo.",25/5/18,1-1,3,FALSE,TRUE,Plot Description,,"Sin pensarlo, se lanzó hacia los ojos y la criatura huyó de nuevo, rápida y ágil.",,
¿Era… una cabra?,25/5/18,1-1,3,TRUE,TRUE,Plot Description,,"Antes de que sus propios demonios le devoraran, se dio cuenta de que finalmente no estaba solo.",,
¿Qué hacía una cabra allí?,25/5/18,1-1,3,TRUE,TRUE,Plot Description,,"Negra, cuernos, pelo.",,
"Estuvo a punto de seguirla para averiguarlo, pero pronto se dio cuenta de que la cabra escondía bajo ella otra criatura, esta inerte, como todo el lugar.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,¿Qué hacía una cabra allí?,,
"No se movía, no respiraba, pero era humana.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"Estuvo a punto de seguirla para averiguarlo, pero pronto se dio cuenta de que la cabra escondía bajo ella otra criatura, esta inerte, como todo el lugar.",,
"No tenía los ojos amarillos de aquel ser, así que tuvo que agacharse a su lado para poder distinguirla mejor.",25/5/18,1-1,3,FALSE,TRUE,Plot Action,,"No se movía, no respiraba, pero era humana.",,
"La complexión, la estatura, incluso la ropa le resultaban familiares… Al darle la vuelta, vio que la criatura muerta tenía su rostro.",25/5/18,1-1,3,TRUE,TRUE,Plot Action,,"No tenía los ojos amarillos de aquel ser, así que tuvo que agacharse a su lado para poder distinguirla mejor.",,
"Sonaban los cuernos, la lluvia caía con gran intensidad y por si no era sufuciente, era noche cerrada.",25/5/18,1-1,4,FALSE,FALSE,Plot Description,,,,
"Nuestro personaje salió corriendo hacia la ciudadela, tan deprisa como pudo.",25/5/18,1-1,4,FALSE,TRUE,Plot Action,,,,
"Según se acercaba los gritos aumentaban, las llamas por encima de las casas eran como un gan foco apuntando al cielo estrellado.",25/5/18,1-1,4,FALSE,FALSE,Plot Description,,"Nuestro personaje salió corriendo hacia la ciudadela, tan deprisa como pudo.",,
Sus armaduras eran demasiado pesadas como para poder llegar rápido a la ciudadela.,25/5/18,1-1,4,FALSE,FALSE,Plot Description,,"Según se acercaba los gritos aumentaban, las llamas por encima de las casas eran como un gan foco apuntando al cielo estrellado.",,
"Al llegar a las murallas se encontró con algo que no esperaba, la puerta estaba cerrada y no había signos de ataque exterior.",25/5/18,1-1,4,TRUE,FALSE,Plot Action,,"Nuestro personaje salió corriendo hacia la ciudadela, tan deprisa como pudo.",,
"No había guardias, nadie pedía ayuda ya.",25/5/18,1-1,4,FALSE,FALSE,Plot Description,,"Según se acercaba los gritos aumentaban, las llamas por encima de las casas eran como un gan foco apuntando al cielo estrellado.",,
¿Qué estaba pasando?¿Por qué las casas ardían dentro de las murallas y la gente gritaba en su interior?,25/5/18,1-1,4,FALSE,FALSE,Plot Description,,"Según se acercaba los gritos aumentaban, las llamas por encima de las casas eran como un gan foco apuntando al cielo estrellado.",,
"Demasiadas preguntas, por lo que nuestro personaje no dudó en asaltar las murallas.",25/5/18,1-1,4,FALSE,TRUE,Plot Action,,¿Qué estaba pasando?¿Por qué las casas ardían dentro de las murallas y la gente gritaba en su interior?,,
Cuando consiguió escalarlas miró en dirección al foro de la ciudadela.,25/5/18,1-1,4,FALSE,TRUE,Plot Action,,"Demasiadas preguntas, por lo que nuestro personaje no dudó en asaltar las murallas.",,
"Allí lo que se encontró fue a todos los guardias de la ciudad rodeando al consejo, los cuales estaban atados de pies y manos.",25/5/18,1-1,4,FALSE,TRUE,Plot Action,,Cuando consiguió escalarlas miró en dirección al foro de la ciudadela.,,
"La gente que siguió a los sublevados no dudaba en arrojar piedras, insultar y escupir a aquellos que yacían atados en el suelo.",25/5/18,1-1,4,FALSE,TRUE,Plot Action,,"Allí lo que se encontró fue a todos los guardias de la ciudad rodeando al consejo, los cuales estaban atados de pies y manos.",,
"Ante esta situación, nuestro personaje no tuvo más remedio que preguntar a la gente que estaba allí.",25/5/18,1-1,4,FALSE,TRUE,Plot Action,,"La gente que siguió a los sublevados no dudaba en arrojar piedras, insultar y escupir a aquellos que yacían atados en el suelo.","Allí lo que se encontró fue a todos los guardias de la ciudad rodeando al consejo, los cuales estaban atados de pies y manos.",
"Para su sorpresa, le digeron que en la capital había habido un rebelión del ejercito contra el Senado.",25/5/18,1-1,4,FALSE,TRUE,Plot Action,,"Ante esta situación, nuestro personaje no tuvo más remedio que preguntar a la gente que estaba allí.",,
Lo que menos se imaginaba era lo que posteriormente pasaría y la razón por la que se construyeron aquellos edificios gigantescos llamados “Coliseos”.,25/5/18,1-1,4,TRUE,FALSE,Plot Description,,"Para su sorpresa, le digeron que en la capital había habido un rebelión del ejercito contra el Senado.",,
Amance.,25/5/18,1-1,5,FALSE,FALSE,Plot Description,,,,
Otro día igual.,25/5/18,1-1,5,FALSE,FALSE,Plot Description,,Amance.,,
Mirar al techo 5 minutos.,25/5/18,1-1,5,FALSE,TRUE,Plot Action,,Otro día igual.,,
"Mirar por la ventana, el sol se intuye entre los tejados.",25/5/18,1-1,5,FALSE,TRUE,Plot Action,,Otro día igual.,,
Hay ue levantarse.,25/5/18,1-1,5,FALSE,TRUE,Plot Description,,Otro día igual.,,
Ir a la ducha.,25/5/18,1-1,5,FALSE,TRUE,Plot Description,,Otro día igual.,,
20 minutos.,25/5/18,1-1,5,TRUE,FALSE,Plot Description,Ir a la ducha.,Ir a la ducha.,Otro día igual.,
Vestirse.,25/5/18,1-1,5,FALSE,TRUE,Plot Action,,Otro día igual.,,
7 minutos.,25/5/18,1-1,5,TRUE,FALSE,Plot Description,Vestirse.,Vestirse.,Otro día igual.,
Desayunar 12 minutos.,25/5/18,1-1,5,FALSE,TRUE,Plot Action,,Otro día igual.,,
"Amanece otro día, llevo 11296832 minutos viviendo.",25/5/18,1-1,5,TRUE,FALSE,Plot Description,,Amance.,,
Lo sé.,25/5/18,1-1,5,FALSE,TRUE,Plot Description,,"Amanece otro día, llevo 11296832 minutos viviendo.",,
Lo veo.,25/5/18,1-1,5,FALSE,TRUE,Plot Description,,"Amanece otro día, llevo 11296832 minutos viviendo.",,
Camino hacia el metro.,25/5/18,1-1,5,FALSE,TRUE,Plot Action,,,,
Todo son números.,25/5/18,1-1,5,FALSE,FALSE,Plot Description,,,,
"Veo millares, decenas y centenas sobre la cabeza de la gente.",25/5/18,1-1,5,FALSE,TRUE,Plot Action,,Todo son números.,,
"Todos tienen prisa, todos tienen donde ir.",25/5/18,1-1,5,FALSE,FALSE,Plot Description,,"Veo millares, decenas y centenas sobre la cabeza de la gente.",Todo son números.,
"Nadie se da cuenta de nada, solo están pendientes de los números sobre sus cabezas.",25/5/18,1-1,5,FALSE,FALSE,Plot Description,,"Todos tienen prisa, todos tienen donde ir.",Todo son números.,
"¿Por qué?, ¿Por qué se obsesionan tanto con el tiempo si no lo pueden ver?",25/5/18,1-1,5,FALSE,FALSE,Plot Description,,"Nadie se da cuenta de nada, solo están pendientes de los números sobre sus cabezas.",,
"No lo entiendo, no lo comprendo.",25/5/18,1-1,5,FALSE,TRUE,Plot Action,,"¿Por qué?, ¿Por qué se obsesionan tanto con el tiempo si no lo pueden ver?",,
"Siempre he vivido con esta condición, no sé lo que no es ver el tiempo, pero gracias a la interacción con mis seres cercanos sé que soy único, sé que ellos no lo ven.",25/5/18,1-1,5,TRUE,FALSE,Plot Description,,"No lo entiendo, no lo comprendo.",,
¿Por qué yo sí?,25/5/18,1-1,5,TRUE,FALSE,Plot Description,,"Siempre he vivido con esta condición, no sé lo que no es ver el tiempo, pero gracias a la interacción con mis seres cercanos sé que soy único, sé que ellos no lo ven.",,
Llego al trabajo.,25/5/18,1-1,5,FALSE,TRUE,Plot Action,,,,
Hay gente que lleva un rato aquí.,25/5/18,1-1,5,FALSE,FALSE,Plot Description,,Hay gente que lleva un rato aquí.,,
"Todos en sus ordenadores, sin perder tiempo.",25/5/18,1-1,5,FALSE,FALSE,Plot Description,,"Todos en sus ordenadores, sin perder tiempo.",,
¿Por qué?.,25/5/18,1-1,5,FALSE,FALSE,Plot Description,,¿Por qué?.,"¿Por qué?, ¿Por qué se obsesionan tanto con el tiempo si no lo pueden ver?",
"Llega más gente, gente con distinto tiempo.",25/5/18,1-1,5,FALSE,FALSE,Plot Action,,Hay gente que lleva un rato aquí.,Llego al trabajo.,
Y se ponen a trabajar.,25/5/18,1-1,5,FALSE,FALSE,Plot Action,,"Todos en sus ordenadores, sin perder tiempo.",Llego al trabajo.,
"A todos les corre el tiempo, pero no a todos a la vez.",25/5/18,1-1,5,FALSE,FALSE,Plot Action,,¿Por qué?.,,
"Veo el tiempo como lo ven ello, creo.",25/5/18,1-1,5,FALSE,TRUE,Plot Action,,"Llega más gente, gente con distinto tiempo.",,
"Veo a gente a la que minuto es una hora, y a los que una hora es un minuto.",25/5/18,1-1,5,FALSE,TRUE,Plot Action,,Y se ponen a trabajar.,,
"Fran me trae un café, gracias Fran.",25/5/18,1-1,5,TRUE,FALSE,Plot Action,,,,
Llevo tres horas con el mismo problema.,25/5/18,1-1,5,FALSE,TRUE,Plot Description,,,,
El tiempo pasa desprisa para mi ordenador.,25/5/18,1-1,5,FALSE,FALSE,Plot Description,,"A todos les corre el tiempo, pero no a todos a la vez.",,
"Y sin embargo para mí pasa muy lento, parece que lleve días aquí.",25/5/18,1-1,5,TRUE,FALSE,Plot Description,,El tiempo pasa desprisa para mi ordenador.,,
"Es curioso, ¿verdad?, como decimos que nos pasas lento el tiempo, pero en realidad pasa deprisa, más que de normal.",25/5/18,1-1,5,TRUE,FALSE,Plot Description,,"Y sin embargo para mí pasa muy lento, parece que lleve días aquí.",,
Salgo del trabajo.,25/5/18,1-1,5,FALSE,TRUE,Plot Action,,"Y sin embargo para mí pasa muy lento, parece que lleve días aquí.",,
La gente sigue corriendo.,25/5/18,1-1,5,FALSE,FALSE,Plot Action,,"Todos tienen prisa, todos tienen donde ir.",,
